time,value
0.0,1.186525027458136
0.005,1.0707268378043027
0.01,1.0448330894178581
0.015,1.5619904310685966
0.02,1.7514735687287886
0.025,1.7950140195245328
0.030000000000000002,1.7903392431137488
0.035,1.77792777965333
0.04,1.7690834056907452
0.045,1.7642773527921958
0.049999999999999996,1.7617207198405884
0.05499999999999999,1.760045750721984
0.05999999999999999,1.7585980789005862
0.06499999999999999,1.757160592082481
0.06999999999999999,1.7556971126407304
0.075,1.7542214643352807
0.08,1.7527503694368223
0.085,1.7512922494281171
0.09000000000000001,1.7498504141578564
0.09500000000000001,1.7484256999865795
0.10000000000000002,1.7470181608019062
0.10500000000000002,1.7456276729419486
0.11000000000000003,1.7442541583906186
0.11500000000000003,1.742897569143333
0.12000000000000004,1.74155790721865
0.12500000000000003,1.7402351428924419
0.13000000000000003,1.7389292520034494
0.13500000000000004,1.7376402152285648
0.14000000000000004,1.7363679677001023
0.14500000000000005,1.7351124497353225
0.15000000000000005,1.7338735947074118
0.15500000000000005,1.7326513261668488
0.16000000000000006,1.7314455579456176
0.16500000000000006,1.7302562097787855
0.17000000000000007,1.7290831748743765
0.17500000000000007,1.727926352470069
0.18000000000000008,1.726785618615696
0.18500000000000008,1.7256608583598634
0.19000000000000009,1.7245519497891617
0.1950000000000001,1.7234587769477057
0.2000000000000001,1.722381182824938
0.2050000000000001,1.7213190372253666
0.2100000000000001,1.7202722044391354
0.2150000000000001,1.719240538468103
0.2200000000000001,1.7182238854128067
0.22500000000000012,1.7172220860366525
0.23000000000000012,1.7162349920298579
0.23500000000000013,1.7152624327033
0.24000000000000013,1.7143042633710779
0.24500000000000013,1.7133603005331448
0.2500000000000001,1.7124303880592864
0.2550000000000001,1.711514364700472
0.2600000000000001,1.7106120602073696
0.2650000000000001,1.709723318677724
0.27000000000000013,1.7088485281456127
0.27500000000000013,1.7079871232613293
0.28000000000000014,1.707138771314931
0.28500000000000014,1.7063032485640646
0.29000000000000015,1.7054803681150656
0.29500000000000015,1.7046699656508508
0.30000000000000016,1.703871871205143
0.30500000000000016,1.7030859072785467
0.31000000000000016,1.7023119072169204
0.31500000000000017,1.7015496981168523
0.3200000000000002,1.7007990860026623
0.3250000000000002,1.7000599091940964
0.3300000000000002,1.6993319863626042
0.3350000000000002,1.6986151482138139
0.3400000000000002,1.6979092220605714
0.3450000000000002,1.6972140466109886
0.3500000000000002,1.6965294388883958
0.3550000000000002,1.695855215069145
0.3600000000000002,1.6951912254720432
0.3650000000000002,1.6945372983855314
0.3700000000000002,1.6938932729811915
0.3750000000000002,1.6932589846877013
0.3800000000000002,1.6926342498953926
0.38500000000000023,1.692018919700598
0.39000000000000024,1.6914128416385132
0.39500000000000024,1.690815840633706
0.40000000000000024,1.6902277586206575
0.40500000000000025,1.6896484534508787
0.41000000000000025,1.6890777608473955
0.41500000000000026,1.6885155310192013
0.42000000000000026,1.6879616127657413
0.42500000000000027,1.687415852530923
0.43000000000000027,1.6868781119016854
0.4350000000000003,1.6863482327150567
0.4400000000000003,1.685826073331759
0.4450000000000003,1.6853114916191632
0.4500000000000003,1.6848043434316429
0.4550000000000003,1.6843045000441896
0.4600000000000003,1.6838118285612957
0.4650000000000003,1.6833261919152012
0.4700000000000003,1.6828474518374126
0.4750000000000003,1.6823754708712793
0.4800000000000003,1.6819101290427594
0.4850000000000003,1.681451287279926
0.4900000000000003,1.6809988394879014
0.49500000000000033,1.6805526579800154
0.5000000000000003,1.6801125965879655
0.5050000000000003,1.67967856454613
0.5100000000000003,1.6792504323681596
0.5150000000000003,1.6788280849647785
0.5200000000000004,1.6784114077840728
0.5250000000000004,1.6780003013010245
0.5300000000000004,1.6775946290106716
0.5350000000000004,1.6771943082870973
0.5400000000000004,1.6767992189345864
0.5450000000000004,1.6764092565562432
0.5500000000000004,1.676024317844918
0.5550000000000004,1.675644298710925
0.5600000000000004,1.675269111290853
0.5650000000000004,1.6748986474006071
0.5700000000000004,1.6745328159619595
0.5750000000000004,1.6741715090129397
0.5800000000000004,1.6738146539604317
0.5850000000000004,1.6734621566196883
0.5900000000000004,1.6731139202423488
0.5950000000000004,1.6727698504991146
0.6000000000000004,1.672429871982256
0.6050000000000004,1.6720939059823314
0.6100000000000004,1.6717618534696963
0.6150000000000004,1.6714336357325965
0.6200000000000004,1.671109191193981
0.6250000000000004,1.6707884186008584
0.6300000000000004,1.670471253862635
0.6350000000000005,1.6701576151447417
0.6400000000000005,1.669847689204944
0.6450000000000005,1.6695412318113858
0.6500000000000005,1.6692380882374254
0.6550000000000005,1.668938191878233
0.6600000000000005,1.6686414547280175
0.6650000000000005,1.66834782716358
0.6700000000000005,1.6680572236352345
0.6750000000000005,1.6677695950266587
0.6800000000000005,1.6674848894311285
0.6850000000000005,1.6672030321826101
0.6900000000000005,1.666923951138554
0.6950000000000005,1.6666475960172953
0.7000000000000005,1.6663739146932264
0.7050000000000005,1.6661028512324698
0.7100000000000005,1.6658343318332014
0.7150000000000005,1.665568321158489
0.7200000000000005,1.6653047630203544
0.7250000000000005,1.6650435990019088
0.7300000000000005,1.6647847728748788
0.7350000000000005,1.664528247019967
0.7400000000000005,1.664273963341048
0.7450000000000006,1.6640218647146856
0.7500000000000006,1.6637719145351524
0.7550000000000006,1.6635240733730663
0.7600000000000006,1.6632782975057425
0.7650000000000006,1.6630345249471374
0.7700000000000006,1.6627927159052684
0.7750000000000006,1.6625528479770573
0.7800000000000006,1.6623148578501858
0.7850000000000006,1.6620787032512516
0.7900000000000006,1.6618443617547554
0.7950000000000006,1.661611771657768
