"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 07:00","2022","08","09","07:00","","8.4","","7.5","","94","","","","17","","4","","24.1","","98.37","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 08:00","2022","08","09","08:00","","13.2","","9.7","","79","","","","22","","4","","24.1","","98.39","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 09:00","2022","08","09","09:00","","17.0","","10.8","","67","","","","18","","9","","24.1","","98.38","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 10:00","2022","08","09","10:00","","18.4","","10.5","","60","","","","19","","6","","24.1","","98.33","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 11:00","2022","08","09","11:00","","20.1","","10.0","","52","","","","18","","17","","24.1","","98.30","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 12:00","2022","08","09","12:00","","21.3","","10.3","","49","","","","16","","21","","24.1","","98.22","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 13:00","2022","08","09","13:00","","22.5","","9.9","","44","","","","21","","12","","24.1","","98.18","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 14:00","2022","08","09","14:00","","23.7","","9.2","","39","","","","21","","13","","24.1","","98.13","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 15:00","2022","08","09","15:00","","24.2","","9.0","","37","","","","23","","16","","24.1","","98.06","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 16:00","2022","08","09","16:00","","24.6","","10.1","","39","","","","19","","15","","24.1","","98.00","","26","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 17:00","2022","08","09","17:00","","24.7","","11.8","","44","","","","20","","13","","24.1","","97.93","","27","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 18:00","2022","08","09","18:00","","24.1","","12.4","","47","","","","20","","16","","24.1","","97.89","","27","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 19:00","2022","08","09","19:00","","22.5","","13.1","","55","","","","20","","10","","24.1","","97.85","","25","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 20:00","2022","08","09","20:00","","19.5","","13.5","","68","","","","19","","12","","24.1","","97.85","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 21:00","2022","08","09","21:00","","20.3","","13.5","","65","","","","21","","10","","24.1","","97.87","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 22:00","2022","08","09","22:00","","20.0","","12.2","","60","","","","22","","13","","24.1","","97.88","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-09 23:00","2022","08","09","23:00","","18.9","","11.9","","63","","","","22","","10","","24.1","","97.87","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 00:00","2022","08","10","00:00","","17.8","","11.8","","67","","","","22","","9","","24.1","","97.88","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 01:00","2022","08","10","01:00","","17.4","","12.1","","71","","","","22","","7","","24.1","","97.88","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 02:00","2022","08","10","02:00","","16.9","","12.4","","75","","","","22","","8","","24.1","","97.90","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 03:00","2022","08","10","03:00","","16.6","","12.7","","77","","","","22","","9","","24.1","","97.92","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 04:00","2022","08","10","04:00","","16.3","","12.8","","80","","","","23","","8","","24.1","","97.94","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 05:00","2022","08","10","05:00","","15.3","","12.7","","84","","","","21","","4","","24.1","","97.95","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 06:00","2022","08","10","06:00","","15.7","","12.9","","84","","","","22","","7","","24.1","","97.95","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 07:00","2022","08","10","07:00","","17.2","","13.4","","78","","","","24","","9","","24.1","","97.97","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 08:00","2022","08","10","08:00","","18.6","","13.9","","74","","","","22","","9","","24.1","","97.98","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 09:00","2022","08","10","09:00","","20.0","","14.4","","70","","","","36","","3","","24.1","","97.92","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 10:00","2022","08","10","10:00","","21.3","","13.8","","62","","","","29","","9","","24.1","","97.91","","25","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 11:00","2022","08","10","11:00","","22.9","","13.8","","56","","","","24","","13","","24.1","","97.86","","26","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 12:00","2022","08","10","12:00","","24.3","","14.6","","54","","","","26","","11","","24.1","","97.84","","28","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 13:00","2022","08","10","13:00","","24.1","","11.9","","46","","","","28","","18","","24.1","","97.82","","26","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 14:00","2022","08","10","14:00","","24.3","","11.2","","43","","","","26","","18","","24.1","","97.79","","26","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 15:00","2022","08","10","15:00","","23.7","","10.9","","44","","","","30","","18","","24.1","","97.77","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 16:00","2022","08","10","16:00","","24.0","","9.2","","39","","","","29","","25","","24.1","","97.81","","25","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 17:00","2022","08","10","17:00","","23.6","","7.7","","36","","","","31","","21","","24.1","","97.83","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 18:00","2022","08","10","18:00","","22.4","","7.1","","37","","","","32","","29","","24.1","","97.85","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 19:00","2022","08","10","19:00","","20.6","","7.9","","44","","","","31","","16","","24.1","","97.91","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 20:00","2022","08","10","20:00","","18.3","","8.5","","52","","","","31","","14","","24.1","","97.98","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 21:00","2022","08","10","21:00","","16.3","","9.7","","65","","","","33","","15","","24.1","","98.10","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 22:00","2022","08","10","22:00","","15.2","","10.4","","73","","","","33","","12","","24.1","","98.17","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-10 23:00","2022","08","10","23:00","","15.0","","10.0","","71","","","","33","","18","","24.1","","98.23","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 00:00","2022","08","11","00:00","","13.6","","9.1","","74","","","","31","","21","","24.1","","98.26","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 01:00","2022","08","11","01:00","","12.9","","9.0","","77","","","","32","","11","","24.1","","98.31","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 02:00","2022","08","11","02:00","","10.4","","8.5","","88","","","","28","","9","","24.1","","98.32","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 03:00","2022","08","11","03:00","","9.5","","8.2","","92","","","","27","","8","","24.1","","98.31","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 04:00","2022","08","11","04:00","","9.3","","8.2","","93","","","","28","","9","","24.1","","98.29","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 05:00","2022","08","11","05:00","","9.4","","7.8","","90","","","","29","","11","","24.1","","98.29","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 06:00","2022","08","11","06:00","","9.3","","7.7","","89","","","","29","","13","","24.1","","98.31","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 07:00","2022","08","11","07:00","","11.3","","8.0","","80","","","","29","","12","","24.1","","98.34","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 08:00","2022","08","11","08:00","","13.1","","6.7","","65","","","","32","","19","","24.1","","98.36","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 09:00","2022","08","11","09:00","","15.2","","6.1","","54","","","","31","","12","","24.1","","98.39","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 10:00","2022","08","11","10:00","","15.9","","4.4","","46","","","","30","","23","","24.1","","98.41","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 11:00","2022","08","11","11:00","","17.3","","5.4","","45","","","","30","","21","","24.1","","98.43","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 12:00","2022","08","11","12:00","","19.0","","5.2","","40","","","","31","","19","","24.1","","98.43","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 13:00","2022","08","11","13:00","","20.3","","4.3","","35","","","","33","","18","","24.1","","98.41","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 14:00","2022","08","11","14:00","","21.3","","4.2","","32","","","","33","","22","","24.1","","98.42","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 15:00","2022","08","11","15:00","","21.6","","2.5","","28","","","","33","","25","","24.1","","98.42","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 16:00","2022","08","11","16:00","","21.8","","2.6","","28","","","","30","","18","","24.1","","98.42","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 17:00","2022","08","11","17:00","","21.3","","1.2","","26","","","","32","","26","","24.1","","98.44","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 18:00","2022","08","11","18:00","","20.4","","2.6","","30","","","","31","","25","","24.1","","98.45","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 19:00","2022","08","11","19:00","","18.9","","2.2","","33","","","","34","","14","","24.1","","98.49","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 20:00","2022","08","11","20:00","","15.2","","3.2","","44","","","","32","","10","","24.1","","98.56","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 21:00","2022","08","11","21:00","","11.8","","4.3","","60","","","","30","","9","","24.1","","98.61","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 22:00","2022","08","11","22:00","","9.8","","4.0","","67","","","","29","","9","","24.1","","98.65","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-11 23:00","2022","08","11","23:00","","9.6","","3.8","","67","","","","29","","10","","24.1","","98.67","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 00:00","2022","08","12","00:00","","9.3","","4.0","","69","","","","29","","10","","24.1","","98.69","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 01:00","2022","08","12","01:00","","6.4","","3.6","","82","","","","27","","8","","24.1","","98.70","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 02:00","2022","08","12","02:00","","5.5","","3.7","","88","","","","25","","3","","24.1","","98.70","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 03:00","2022","08","12","03:00","","4.0","","3.0","","93","","","","","","0","","24.1","","98.69","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 04:00","2022","08","12","04:00","","3.1","","1.8","","91","","","","27","","4","","24.1","","98.68","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 05:00","2022","08","12","05:00","","4.1","","3.0","","92","","","","28","","3","","24.1","","98.73","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 06:00","2022","08","12","06:00","","5.0","","4.0","","93","","","","18","","4","","24.1","","98.78","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 07:00","2022","08","12","07:00","","10.7","","7.7","","81","","","","36","","3","","24.1","","98.80","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 08:00","2022","08","12","08:00","","15.3","","7.5","","59","","","","29","","12","","24.1","","98.81","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 09:00","2022","08","12","09:00","","18.5","","7.7","","49","","","","28","","11","","24.1","","98.77","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 10:00","2022","08","12","10:00","","20.5","","8.0","","44","","","","27","","11","","24.1","","98.76","","","","","","Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 11:00","2022","08","12","11:00","","21.8","","6.8","","37","","","","2","","5","","24.1","","98.73","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 12:00","2022","08","12","12:00","","21.5","","6.7","","38","","","","31","","10","","24.1","","98.70","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 13:00","2022","08","12","13:00","","23.5","","7.3","","35","","","","26","","13","","24.1","","98.65","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 14:00","2022","08","12","14:00","","24.5","","7.0","","32","","","","29","","10","","24.1","","98.59","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 15:00","2022","08","12","15:00","","23.7","","5.5","","30","","","","32","","4","","24.1","","98.54","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 16:00","2022","08","12","16:00","","24.5","","7.5","","33","","","","30","","10","","24.1","","98.47","","25","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 17:00","2022","08","12","17:00","","24.4","","6.7","","32","","","","30","","9","","24.1","","98.46","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 18:00","2022","08","12","18:00","","23.0","","8.2","","38","","","","25","","5","","24.1","","98.44","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 19:00","2022","08","12","19:00","","21.5","","8.6","","43","","","","25","","5","","24.1","","98.43","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 20:00","2022","08","12","20:00","","16.2","","11.1","","72","","","","23","","5","","24.1","","98.44","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 21:00","2022","08","12","21:00","","14.9","","11.5","","80","","","","28","","3","","24.1","","98.49","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 22:00","2022","08","12","22:00","","14.1","","10.8","","80","","","","17","","5","","24.1","","98.49","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-12 23:00","2022","08","12","23:00","","15.5","","9.7","","68","","","","27","","8","","24.1","","98.50","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 00:00","2022","08","13","00:00","","16.1","","9.4","","64","","","","26","","7","","24.1","","98.49","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 01:00","2022","08","13","01:00","","12.5","","10.0","","85","","","","21","","5","","24.1","","98.49","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 02:00","2022","08","13","02:00","","11.7","","9.4","","86","","","","23","","4","","24.1","","98.50","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 03:00","2022","08","13","03:00","","9.0","","7.7","","91","","","","","","0","","24.1","","98.51","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 04:00","2022","08","13","04:00","","8.3","","7.4","","94","","","","25","","5","","24.1","","98.53","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 05:00","2022","08","13","05:00","","7.9","","7.3","","96","","","","16","","4","","24.1","","98.55","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 06:00","2022","08","13","06:00","","7.7","","7.2","","97","","","","20","","5","","24.1","","98.58","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 07:00","2022","08","13","07:00","","11.9","","9.8","","87","","","","19","","3","","24.1","","98.60","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 08:00","2022","08","13","08:00","","14.3","","9.6","","73","","","","22","","4","","24.1","","98.61","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 09:00","2022","08","13","09:00","","16.9","","9.3","","61","","","","","","0","","24.1","","98.60","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 10:00","2022","08","13","10:00","","19.8","","8.6","","48","","","","22","","8","","24.1","","98.57","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 11:00","2022","08","13","11:00","","21.5","","8.8","","44","","","","29","","8","","24.1","","98.54","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 12:00","2022","08","13","12:00","","22.8","","8.2","","39","","","","21","","15","","24.1","","98.51","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 13:00","2022","08","13","13:00","","23.4","","7.0","","34","","","","25","","7","","24.1","","98.47","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 14:00","2022","08","13","14:00","","24.1","","7.3","","34","","","","29","","3","","24.1","","98.44","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 15:00","2022","08","13","15:00","","24.6","","8.0","","34","","","","23","","9","","24.1","","98.38","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 16:00","2022","08","13","16:00","","23.8","","7.9","","36","","","","32","","8","","24.1","","98.35","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 17:00","2022","08","13","17:00","","24.6","","9.6","","38","","","","26","","5","","24.1","","98.31","","26","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 18:00","2022","08","13","18:00","","23.6","","8.6","","38","","","","19","","7","","24.1","","98.28","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 19:00","2022","08","13","19:00","","19.8","","12.3","","61","","","","16","","5","","24.1","","98.27","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 20:00","2022","08","13","20:00","","15.4","","11.6","","78","","","","","","0","","24.1","","98.29","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 21:00","2022","08","13","21:00","","13.8","","10.7","","82","","","","","","0","","24.1","","98.32","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 22:00","2022","08","13","22:00","","12.6","","10.4","","87","","","","","","0","","24.1","","98.31","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-13 23:00","2022","08","13","23:00","","12.8","","10.3","","85","","","","17","","5","","24.1","","98.30","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 00:00","2022","08","14","00:00","","12.3","","10.2","","87","","","","19","","4","","24.1","","98.30","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 01:00","2022","08","14","01:00","","11.2","","9.8","","91","","","","18","","8","","24.1","","98.29","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 02:00","2022","08","14","02:00","","11.8","","9.8","","87","","","","18","","8","","24.1","","98.27","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 03:00","2022","08","14","03:00","","11.6","","9.4","","86","","","","18","","4","","24.1","","98.27","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 04:00","2022","08","14","04:00","","9.2","","8.4","","94","","","","26","","3","","24.1","","98.27","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 05:00","2022","08","14","05:00","","8.7","","7.9","","95","","","","19","","5","","24.1","","98.28","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 06:00","2022","08","14","06:00","","10.0","","9.1","","94","","","","22","","4","","24.1","","98.30","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 07:00","2022","08","14","07:00","","12.2","","10.0","","86","","","","28","","5","","24.1","","98.33","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 08:00","2022","08","14","08:00","","14.1","","11.2","","83","","","","28","","5","","24.1","","98.34","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 09:00","2022","08","14","09:00","","17.7","","12.3","","70","","","","32","","14","","24.1","","98.34","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 10:00","2022","08","14","10:00","","20.0","","12.9","","64","","","","34","","8","","24.1","","98.37","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 11:00","2022","08","14","11:00","","21.2","","13.8","","62","","","","32","","7","","24.1","","98.39","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 12:00","2022","08","14","12:00","","19.8","","13.6","","67","","","","35","","10","","24.1","","98.41","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 13:00","2022","08","14","13:00","","20.2","","13.7","","66","","","","35","","9","","24.1","","98.39","","","","","","Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 14:00","2022","08","14","14:00","","21.1","","12.8","","58","","","","35","","6","","24.1","","98.37","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 15:00","2022","08","14","15:00","","21.9","","13.7","","59","","","","7","","6","","24.1","","98.32","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 16:00","2022","08","14","16:00","","21.9","","14.0","","60","","","","4","","9","","24.1","","98.32","","25","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 17:00","2022","08","14","17:00","","21.2","","14.8","","66","","","","3","","12","","24.1","","98.32","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 18:00","2022","08","14","18:00","","20.3","","14.6","","69","","","","1","","7","","24.1","","98.34","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 19:00","2022","08","14","19:00","","19.5","","14.6","","73","","","","36","","4","","24.1","","98.35","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 20:00","2022","08","14","20:00","","18.8","","14.9","","78","","","","1","","8","","24.1","","98.37","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 21:00","2022","08","14","21:00","","17.4","","14.9","","85","","","","","","0","","24.1","","98.43","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 22:00","2022","08","14","22:00","","16.5","","14.6","","88","","","","33","","6","","24.1","","98.46","","","","","","Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-14 23:00","2022","08","14","23:00","","16.6","","14.2","","85","","","","33","","8","","24.1","","98.46","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 00:00","2022","08","15","00:00","","15.7","","14.1","","91","","","","5","","11","","24.1","","98.44","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 01:00","2022","08","15","01:00","","15.8","","14.6","","93","","","","1","","9","","24.1","","98.44","","","","","","Rain"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 02:00","2022","08","15","02:00","","15.6","","14.7","","94","","","","1","","8","","24.1","","98.45","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 03:00","2022","08","15","03:00","","15.3","","14.5","","95","","","","36","","4","","24.1","","98.47","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 04:00","2022","08","15","04:00","","15.0","","14.5","","96","","","","36","","7","","24.1","","98.49","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 05:00","2022","08","15","05:00","","14.7","","14.2","","97","","","","36","","6","","24.1","","98.51","","","","","","Rain"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 06:00","2022","08","15","06:00","","14.7","","14.2","","97","","","","2","","8","","24.1","","98.55","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 07:00","2022","08","15","07:00","","15.5","","14.6","","94","","","","4","","5","","24.1","","98.59","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 08:00","2022","08","15","08:00","","16.2","","14.6","","90","","","","4","","3","","24.1","","98.63","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 09:00","2022","08","15","09:00","","17.9","","14.3","","79","","","","36","","9","","24.1","","98.63","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 10:00","2022","08","15","10:00","","18.8","","14.1","","74","","","","34","","7","","24.1","","98.64","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 11:00","2022","08","15","11:00","","20.1","","12.1","","59","","","","1","","10","","24.1","","98.64","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 12:00","2022","08","15","12:00","","21.4","","10.9","","51","","","","35","","17","","24.1","","98.63","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 13:00","2022","08","15","13:00","","22.8","","10.7","","46","","","","1","","7","","24.1","","98.60","","","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 14:00","2022","08","15","14:00","","23.1","","11.7","","48","","","","2","","16","","24.1","","98.61","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 15:00","2022","08","15","15:00","","22.5","","10.5","","46","","","","6","","10","","24.1","","98.58","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 16:00","2022","08","15","16:00","","23.2","","10.1","","43","","","","1","","16","","24.1","","98.58","","25","","","","Mostly Cloudy"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 17:00","2022","08","15","17:00","","22.8","","11.4","","48","","","","35","","6","","24.1","","98.56","","25","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 18:00","2022","08","15","18:00","","22.8","","9.7","","43","","","","2","","11","","24.1","","98.59","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 19:00","2022","08","15","19:00","","21.2","","9.8","","48","","","","35","","8","","24.1","","98.61","","","","","","Mainly Clear"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 20:00","2022","08","15","20:00","","15.9","","10.8","","72","","","","35","","7","","24.1","","98.65","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 21:00","2022","08","15","21:00","","14.1","","10.2","","77","","","","2","","5","","24.1","","98.71","","","","","","NA"
"-81.38","48.57","TIMMINS A","6078286","2022-08-15 22:00","2022","08","15","22:00","","12.7","","9.9","","83","","","","34","","5","","24.1","","98.75","","","","","","Clear"
