"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-81.38","48.57","TIMMINS A","6078286","2023-06-01","2023","06","01","","31.0","","15.5","","23.3","","0.0","","5.3","","6.1","","0.0","","6.1","","","","34","","74",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-02","2023","06","02","","28.7","","14.0","","21.4","","0.0","","3.4","","0.5","","0.0","","0.5","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-03","2023","06","03","","25.8","","8.7","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-04","2023","06","04","","27.7","","6.0","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","11","","44",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-05","2023","06","05","","19.4","","6.1","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","34","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-06","2023","06","06","","20.6","","2.8","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","2","","47",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-07","2023","06","07","","21.7","","4.7","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","35","","56",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-08","2023","06","08","","21.2","","10.0","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","34","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-09","2023","06","09","","26.4","","8.8","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","32","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-10","2023","06","10","","12.8","","5.2","","9.0","","9.0","","0.0","","1.8","","0.0","","1.8","","","","36","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-11","2023","06","11","","9.9","","3.7","","6.8","","11.2","","0.0","","1.2","","0.0","","1.2","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-12","2023","06","12","","20.2","","8.8","","14.5","","3.5","","0.0","","5.5","","0.0","","5.5","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-13","2023","06","13","","21.0","","12.5","","16.8","","1.2","","0.0","","10.5","","0.0","","10.5","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-14","2023","06","14","","13.9","","8.1","","11.0","","7.0","","0.0","","3.0","","0.0","","3.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-15","2023","06","15","","15.7","","7.6","","11.7","","6.3","","0.0","","0.4","","0.0","","0.4","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-16","2023","06","16","","23.6","","6.8","","15.2","","2.8","","0.0","","0.5","","0.0","","0.5","","","","34","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-17","2023","06","17","","25.0","","2.1","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-18","2023","06","18","","26.6","","4.2","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-19","2023","06","19","","28.9","","8.4","","18.7","","0.0","","0.7","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-20","2023","06","20","","30.9","","9.8","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-21","2023","06","21","","30.8","","15.6","","23.2","","0.0","","5.2","","0.0","","0.0","","0.0","","","","18","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-22","2023","06","22","","31.0","","11.1","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","23","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-23","2023","06","23","","32.3","","13.3","","22.8","","0.0","","4.8","","5.0","","0.0","","5.0","","","","29","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-24","2023","06","24","","26.8","","14.1","","20.5","","0.0","","2.5","","0.5","","0.0","","0.5","","","","6","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-25","2023","06","25","","20.0","","14.5","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-26","2023","06","26","","18.8","","10.8","","14.8","","3.2","","0.0","","43.4","","0.0","","43.4","","","","36","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-27","2023","06","27","","18.1","","6.0","","12.1","","5.9","","0.0","","7.6","","0.0","","7.6","","","","35","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-28","2023","06","28","","24.1","","0.7","","12.4","","5.6","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-06-29","2023","06","29","","25.9","","4.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","18","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-06-30","2023","06","30","","25.8","","14.8","","20.3","","0.0","","2.3","","15.1","","0.0","","15.1","","","","23","","72",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-01","2023","07","01","","25.2","","14.2","","19.7","","0.0","","1.7","","10.6","","0.0","","10.6","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-02","2023","07","02","","28.3","","12.0","","20.2","","0.0","","2.2","","1.1","","0.0","","1.1","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-03","2023","07","03","","31.2","","12.7","","22.0","","0.0","","4.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-04","2023","07","04","","31.4","","15.4","","23.4","","0.0","","5.4","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-05","2023","07","05","","30.2","","17.2","","23.7","","0.0","","5.7","","12.4","","0.0","","12.4","","","","27","","55",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-06","2023","07","06","","18.5","","13.4","","16.0","","2.0","","0.0","","0.7","","0.0","","0.7","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-07","2023","07","07","","24.6","","9.8","","17.2","","0.8","","0.0","","1.1","","0.0","","1.1","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-08","2023","07","08","","22.6","","9.5","","16.1","","1.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-09","2023","07","09","","23.5","","10.3","","16.9","","1.1","","0.0","","2.0","","0.0","","2.0","","","","27","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-10","2023","07","10","","26.1","","11.2","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","23","","53",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-11","2023","07","11","","21.0","","7.7","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","","","28","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-12","2023","07","12","","23.1","","6.1","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-13","2023","07","13","","24.5","","9.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-14","2023","07","14","","25.9","","8.1","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","21","","43",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-15","2023","07","15","","25.9","","12.9","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-16","2023","07","16","","23.7","","12.8","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-17","2023","07","17","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","29","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-18","2023","07","18","","19.3","","9.0","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","23","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-19","2023","07","19","","23.4","","8.9","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-20","2023","07","20","","21.6","","11.4","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-21","2023","07","21","","23.0","","8.3","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-22","2023","07","22","","25.4","","3.5","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-23","2023","07","23","","27.9","","8.4","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","20","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-24","2023","07","24","","24.3","","9.6","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-25","2023","07","25","","26.2","","7.4","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","19","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-26","2023","07","26","","23.1","","11.1","","17.1","","0.9","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-07-27","2023","07","27","","27.8","","10.7","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","20","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-28","2023","07","28","","21.2","","5.9","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","","","33","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-29","2023","07","29","","22.9","","3.3","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","32","","45",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-30","2023","07","30","","21.0","","7.3","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","31","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-07-31","2023","07","31","","20.8","","6.1","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","33","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-01","2023","08","01","","22.9","","6.4","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-02","2023","08","02","","19.4","","10.3","","14.9","","3.1","","0.0","","16.9","","0.0","","16.9","","","","31","","43",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-03","2023","08","03","","22.9","","14.3","","18.6","","0.0","","0.6","","7.1","","0.0","","7.1","","","","29","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-04","2023","08","04","","21.5","","9.0","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","36","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-05","2023","08","05","","23.8","","4.6","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","31","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-06","2023","08","06","","26.1","","6.8","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-07","2023","08","07","","24.6","","9.9","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-08","2023","08","08","","26.5","","6.7","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-09","2023","08","09","","25.5","","10.9","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","33","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-10","2023","08","10","","20.4","","10.7","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","31","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-11","2023","08","11","","20.1","","11.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-12","2023","08","12","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-13","2023","08","13","","20.1","","11.2","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","31","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-14","2023","08","14","","22.2","","6.7","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","31","","31",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-15","2023","08","15","","24.9","","4.7","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-16","2023","08","16","","25.7","","12.2","","19.0","","0.0","","1.0","","1.2","","0.0","","1.2","","","","18","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-17","2023","08","17","","20.9","","12.3","","16.6","","1.4","","0.0","","2.8","","0.0","","2.8","","","","16","","49",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-18","2023","08","18","","19.8","","4.7","","12.3","","5.7","","0.0","","0.4","","0.0","","0.4","","","","32","","48",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-19","2023","08","19","","25.3","","3.6","","14.5","","3.5","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-20","2023","08","20","","22.4","","6.7","","14.6","","3.4","","0.0","","0.8","","0.0","","0.8","","","","34","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-21","2023","08","21","","23.1","","5.1","","14.1","","3.9","","0.0","","0.3","","0.0","","0.3","","","","33","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-22","2023","08","22","","24.5","","6.5","","15.5","","2.5","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-23","2023","08","23","","24.2","","10.3","","17.3","","0.7","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-24","2023","08","24","","18.8","","13.3","","16.1","","1.9","","0.0","","1.0","","0.0","","1.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-25","2023","08","25","","19.8","","8.0","","13.9","","4.1","","0.0","","3.2","","0.0","","3.2","","","","2","","38",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-26","2023","08","26","","18.0","","2.4","","10.2","","7.8","","0.0","","0.3","","0.0","","0.3","","","","35","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-27","2023","08","27","","20.8","","-0.1","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-28","2023","08","28","","23.0","","3.4","","13.2","","4.8","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-08-29","2023","08","29","","14.9","","4.0","","9.5","","8.5","","0.0","","29.1","","0.0","","29.1","","","","2","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-30","2023","08","30","","16.7","","0.8","","8.8","","9.2","","0.0","","0.4","","0.0","","0.4","","","","32","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-08-31","2023","08","31","","23.0","","6.6","","14.8","","3.2","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-01","2023","09","01","","25.3","","7.5","","16.4","","1.6","","0.0","","0.2","","0.0","","0.2","","","","20","","46",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-02","2023","09","02","","26.7","","15.3","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","22","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-03","2023","09","03","","30.3","","14.7","","22.5","","0.0","","4.5","","0.6","","0.0","","0.6","","","","24","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-04","2023","09","04","","31.5","","14.3","","22.9","","0.0","","4.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-05","2023","09","05","","32.9","","16.7","","24.8","","0.0","","6.8","","0.4","","0.0","","0.4","","","","21","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-06","2023","09","06","","26.3","","7.4","","16.9","","1.1","","0.0","","21.9","","0.0","","21.9","","","","23","","45",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-07","2023","09","07","","","M","","M","","M","","M","","M","22.4","","0.0","","22.4","","","","33","","40",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-08","2023","09","08","","17.0","","1.1","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-09","2023","09","09","","20.9","","-1.4","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-10","2023","09","10","","20.3","","4.5","","12.4","","5.6","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-11","2023","09","11","","19.5","","8.2","","13.9","","4.1","","0.0","","3.7","","0.0","","3.7","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-12","2023","09","12","","","M","","M","","M","","M","","M","","M","","","","M","","","","","",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-13","2023","09","13","","","M","","M","","M","","M","","M","9.3","","0.0","","9.3","","","","32","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-14","2023","09","14","","18.6","","4.3","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-15","2023","09","15","","21.3","","4.5","","12.9","","5.1","","0.0","","0.5","","0.0","","0.5","","","","19","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-16","2023","09","16","","22.4","","8.1","","15.3","","2.7","","0.0","","0.0","T","0.0","","0.0","T","","","31","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-17","2023","09","17","","17.6","","5.6","","11.6","","6.4","","0.0","","0.0","T","0.0","","0.0","T","","","1","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-18","2023","09","18","","13.2","","-1.0","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-19","2023","09","19","","17.0","","-2.1","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-20","2023","09","20","","20.8","","-1.2","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-21","2023","09","21","","24.2","","3.3","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","19","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-22","2023","09","22","","18.1","","10.1","","14.1","","3.9","","0.0","","8.8","","0.0","","8.8","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-23","2023","09","23","","16.3","","8.7","","12.5","","5.5","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-24","2023","09","24","","22.1","","6.8","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-25","2023","09","25","","19.6","","2.5","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-26","2023","09","26","","19.6","","3.1","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","9","","31",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-27","2023","09","27","","20.0","","-0.2","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-09-28","2023","09","28","","21.1","","-0.8","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","","","16","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-29","2023","09","29","","22.7","","3.3","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","16","","31",""
"-81.38","48.57","TIMMINS A","6078286","2023-09-30","2023","09","30","","18.1","","8.3","","13.2","","4.8","","0.0","","2.6","","0.0","","2.6","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-01","2023","10","01","","23.3","","12.8","","18.1","","0.0","","0.1","","0.2","","0.0","","0.2","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-02","2023","10","02","","27.4","","16.4","","21.9","","0.0","","3.9","","0.9","","0.0","","0.9","","","","25","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-03","2023","10","03","","29.3","","11.6","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","20","","34",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-04","2023","10","04","","29.1","","12.4","","20.8","","0.0","","2.8","","0.6","","0.0","","0.6","","","","18","","64",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-05","2023","10","05","","20.1","","11.4","","15.8","","2.2","","0.0","","5.6","","0.0","","5.6","","","","19","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-06","2023","10","06","","18.1","","2.8","","10.5","","7.5","","0.0","","0.5","","0.0","","0.5","","","","24","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-07","2023","10","07","","7.0","","0.1","","3.6","","14.4","","0.0","","9.6","","0.0","","9.6","","","","36","","54",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-08","2023","10","08","","3.2","","0.5","","1.9","","16.1","","0.0","","21.6","","0.0","","21.6","","","","32","","72",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-09","2023","10","09","","7.2","","1.0","","4.1","","13.9","","0.0","","11.0","","0.0","","11.0","","","","31","","43",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-10","2023","10","10","","6.0","","2.6","","4.3","","13.7","","0.0","","5.2","","0.0","","5.2","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-11","2023","10","11","","8.9","","1.7","","5.3","","12.7","","0.0","","1.5","","0.0","","1.5","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-12","2023","10","12","","10.5","","3.5","","7.0","","11.0","","0.0","","0.9","","0.0","","0.9","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-13","2023","10","13","","10.9","","5.1","","8.0","","10.0","","0.0","","","M","0.0","","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-14","2023","10","14","","10.5","","4.4","","7.5","","10.5","","0.0","","","M","0.0","","","M","","","34","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-15","2023","10","15","","7.3","","3.1","","5.2","","12.8","","0.0","","","M","0.0","","","M","","","33","","49",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-16","2023","10","16","","8.4","","-2.9","","2.8","","15.2","","0.0","","0.6","","0.0","","0.6","","","","34","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-17","2023","10","17","","12.8","","-3.3","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-18","2023","10","18","","12.9","","-2.2","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","19","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-19","2023","10","19","","10.5","","6.9","","8.7","","9.3","","0.0","","12.7","","0.0","","12.7","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-20","2023","10","20","","9.9","","1.3","","5.6","","12.4","","0.0","","","M","0.0","","","M","","","2","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-21","2023","10","21","","8.0","","0.6","","4.3","","13.7","","0.0","","1.1","","0.0","","1.1","","","","34","","43",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-22","2023","10","22","","5.0","","-4.7","","0.2","","17.8","","0.0","","0.7","","0.0","","0.7","","","","35","","42",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-23","2023","10","23","","11.3","","-4.9","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","18","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-24","2023","10","24","","11.0","","6.0","","8.5","","9.5","","0.0","","3.6","","0.0","","3.6","","","","19","","33",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-25","2023","10","25","","8.5","","4.1","","6.3","","11.7","","0.0","","5.6","","0.0","","5.6","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-26","2023","10","26","","4.5","","2.9","","3.7","","14.3","","0.0","","6.2","","0.0","","6.2","","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-27","2023","10","27","","9.4","","0.8","","5.1","","12.9","","0.0","","","M","0.0","","","M","","","30","","45",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-28","2023","10","28","","0.8","","-4.4","","-1.8","","19.8","","0.0","","","M","","M","","M","","","30","","41",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-29","2023","10","29","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-10-30","2023","10","30","","1.0","","-9.5","","-4.3","","22.3","","0.0","","","M","","M","","M","","","30","","36",""
"-81.38","48.57","TIMMINS A","6078286","2023-10-31","2023","10","31","","0.5","","-9.5","","-4.5","","22.5","","0.0","","","M","","M","","M","","","32","","32",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-01","2023","11","01","","1.1","","-6.1","","-2.5","","20.5","","0.0","","","M","0.0","","","M","","","21","","37",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-02","2023","11","02","","1.8","","-1.0","","0.4","","17.6","","0.0","","","M","","M","","M","","","20","","35",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-03","2023","11","03","","3.7","","-3.9","","-0.1","","18.1","","0.0","","","M","","M","","M","","","34","","39",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-04","2023","11","04","","1.1","","-7.3","","-3.1","","21.1","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-11-05","2023","11","05","","-1.8","","-6.9","","-4.4","","22.4","","0.0","","","M","","M","","M","","","","M","","M"
"-81.38","48.57","TIMMINS A","6078286","2023-11-06","2023","11","06","","0.5","","-4.0","","-1.8","","19.8","","0.0","","","M","","M","18.4","","","","35","","45",""
"-81.38","48.57","TIMMINS A","6078286","2023-11-07","2023","11","07","","-1.8","","-11.0","","-6.4","","24.4","","0.0","","","M","","M","","M","","","33","","44",""
